Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
7_LAL_012,7_LAL_012,Mastomys natalensis,10112,-11.079298333333334,8.197641666666666,10,11,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.111
7_LAL_011,7_LAL_011,Mastomys natalensis,10112,-11.080993333333334,8.196421666666666,10,11,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.1
7_LAL_004,7_LAL_004,Crocidura buettikoferi,214466,-11.080016666666666,8.193783333333334,10,9,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.097
7_LAL_003,7_LAL_003,Rattus rattus,10117,-11.081031666666666,8.197163333333334,10,9,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.1,0.164
7_LAL_002,7_LAL_002,Lophuromys sikapusi,83535,-11.07895,8.19865,10,9,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.078,0.139
7_LAL_001,7_LAL_001,Crocidura grandiceps,148971,-11.079099999999999,8.198733333333333,10,9,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.01,0.079
4_SEI_012,4_SEI_012,Lemniscomys striatus,121567,-11.194283333333331,8.123398333333334,10,17,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.16470588235294117,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.068
4_SEI_011,4_SEI_011,Mus setulosus,10102,-11.19251,8.122265,10,17,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14705882352941177,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.068
6_BAI_010,6_BAI_010,Praomys rostratus,476587,-11.267783333333334,7.8365833333333335,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.19462025316455694,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.114
4_LAL_020,4_LAL_020,Crocidura olivieri,214449,-11.079413333333333,8.197768333333332,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.26022913256955815,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.038,0.115
4_LAL_019,4_LAL_019,Lemniscomys striatus,121567,-11.080855,8.198096666666666,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3044189852700491,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.025,0.087
4_LAL_018,4_LAL_018,Rattus rattus,10117,-11.079891666666667,8.197008333333333,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21603927986906715,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.049,0.139
4_LAL_017,4_LAL_017,Mastomys natalensis,10112,-11.079736666666667,8.196856666666667,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21603927986906715,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.021,0.085
4_LAL_016,4_LAL_016,Crocidura buettikoferi,214466,-11.080416666666666,8.194049999999999,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3535188216039279,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.094
4_LAL_015,4_LAL_015,Crocidura buettikoferi,214466,-11.080300000000001,8.199283333333334,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.23567921440261874,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.021,0.095
4_LAL_014,4_LAL_014,Lophuromys sikapusi,83535,-11.079216666666667,8.19895,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.2471358428805237,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.032,0.059
4_LAL_013,4_LAL_013,Rattus rattus,10117,-11.079386666666666,8.196393333333333,10,14,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.26022913256955815,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.042,0.129
4_LAL_005,4_LAL_005,Rattus rattus,10117,-11.080516666666668,8.193916666666668,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22585924713584296,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.049,0.13
4_LAL_004,4_LAL_004,Praomys rostratus,476587,-11.079538333333334,8.196538333333333,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.309328968903437,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.134
4_LAL_003,4_LAL_003,Crocidura olivieri,214449,-11.079385,8.196593333333333,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.27986906710310966,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.122
4_LAL_002,4_LAL_002,Crocidura olivieri,214449,-11.079435,8.196433333333333,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.3011456628477907,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.031,0.105
4_LAL_001,4_LAL_001,Crocidura olivieri,214449,-11.079186666666667,8.196523333333333,10,12,10,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.18166939443535185,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.125
6_BAI_022,6_BAI_022,Mastomys natalensis,10112,-11.268316666666667,7.837116666666667,10,30,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.08069620253164557,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.07,0.13
6_BAI_021,6_BAI_021,Rattus rattus,10117,-11.268216666666667,7.8361833333333335,10,30,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.09018987341772153,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.071,0.143
6_BAI_019,6_BAI_019,Mastomys natalensis,10112,-11.267566666666667,7.836633333333333,10,30,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.23734177215189867,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.098
6_BAI_018,6_BAI_018,Malacomys edwardsi,333388,-11.2623,7.830283333333333,10,30,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2231012658227848,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.061,0.139
6_BAI_020,6_BAI_020,Mastomys natalensis,10112,-11.267566666666667,7.836733333333333,10,30,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.028481012658227806,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.067,0.135
6_BAI_017,6_BAI_017,Rattus rattus,10117,-11.267783333333334,7.8365833333333335,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14715189873417722,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.026,0.096
6_BAI_016,6_BAI_016,Mastomys natalensis,10112,-11.267783333333334,7.8365833333333335,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13291139240506328,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.086,0.151
6_BAI_015,6_BAI_015,Rattus rattus,10117,-11.267566666666667,7.8363499999999995,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22784810126582272,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.012,0.079
6_BAI_014,6_BAI_014,Rattus rattus,10117,-11.26755,7.836033333333333,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.180379746835443,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.119
6_BAI_013,6_BAI_013,Lophuromys sikapusi,83535,-11.262683333333333,7.830583333333333,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15664556962025317,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.061,0.141
6_BAI_012,6_BAI_012,Crocidura buettikoferi,214466,-11.262399999999998,7.8303666666666665,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.37499999999999994,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.095
6_BAI_011,6_BAI_011,Rattus rattus,10117,-11.253799999999998,7.830133333333333,10,29,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.24683544303797478,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.029,0.112
6_BAI_009,6_BAI_009,Rattus rattus,10117,-11.267683333333334,7.8367000000000004,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.20886075949367086,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.02,0.09
6_BAI_008,6_BAI_008,Mastomys natalensis,10112,-11.267566666666667,7.8363499999999995,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10917721518987344,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.075,0.13
6_BAI_003,6_BAI_003,Mastomys natalensis,10112,-11.253900000000002,7.830116666666667,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22784810126582286,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.022,0.09
6_BAI_007,6_BAI_007,Mastomys natalensis,10112,-11.262650000000002,7.830416666666666,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.18037974683544306,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.062,0.125
6_BAI_006,6_BAI_006,Praomys rostratus,476587,-11.262399999999998,7.8304833333333335,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.17563291139240503,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.141
6_BAI_005,6_BAI_005,Mastomys natalensis,10112,-11.2623,7.830266666666667,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.08544303797468356,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.038,0.114
6_BAI_004,6_BAI_004,Mastomys natalensis,10112,-11.253983333333334,7.8301,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.018987341772151917,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.117
6_BAI_002,6_BAI_002,Mastomys natalensis,10112,-11.25388333333333,7.8301,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3370253164556962,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.123,0.136
6_BAI_001,6_BAI_001,Mastomys natalensis,10112,-11.25385,7.8300833333333335,10,28,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.6550632911392403,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.074,0.137
6_LAM_018,6_LAM_018,Mastomys natalensis,10112,-11.196316666666666,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.094
6_LAM_017,6_LAM_017,Mus musculus,10090,-11.196316666666666,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.089
6_LAM_016,6_LAM_016,Mus musculus,10090,-11.196316666666666,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.082
6_LAM_015,6_LAM_015,Mus musculus,10090,-11.196366666666666,7.8504000000000005,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.08
6_LAM_014,6_LAM_014,Mus musculus,10090,-11.196366666666666,7.8504000000000005,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.081
6_LAM_013,6_LAM_013,Mastomys natalensis,10112,-11.196366666666666,7.850783333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.077
6_LAM_012,6_LAM_012,Mus musculus,10090,-11.196366666666666,7.850783333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.007,0.06
6_LAM_011,6_LAM_011,Mus musculus,10090,-11.19675,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.09
6_LAM_010,6_LAM_010,Mus musculus,10090,-11.19675,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.01,0.068
6_LAM_009,6_LAM_009,Mus musculus,10090,-11.19675,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.068
6_LAM_008,6_LAM_008,Mus musculus,10090,-11.19675,7.850433333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.02,0.087
6_LAM_007,6_LAM_007,Mus musculus,10090,-11.19655,7.8502833333333335,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.081
6_LAM_006,6_LAM_006,Mus musculus,10090,-11.197,7.849966666666667,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.139
6_LAM_005,6_LAM_005,Mus musculus,10090,-11.197133333333333,7.849933333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.073,0.131
6_LAM_004,6_LAM_004,Crocidura olivieri,214449,-11.196633333333333,7.849733333333333,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.129
6_LAM_003,6_LAM_003,Crocidura olivieri,214449,-11.1966,7.8497,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.139
6_LAM_002,6_LAM_002,Crocidura olivieri,214449,-11.1951,7.850866666666667,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.034,0.135
6_LAM_001,6_LAM_001,Crocidura olivieri,214449,-11.195483333333335,7.85,10,24,4,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.122
6_SEI_021,6_SEI_021,Malacomys edwardsi,333388,-11.197933333333333,8.12385,10,20,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.06653225806451611,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.106
6_SEI_020,6_SEI_020,Praomys rostratus,476587,-11.197766666666666,8.123716666666667,10,20,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1088709677419355,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.049,0.149
6_SEI_019,6_SEI_019,Praomys rostratus,476587,-11.192450000000001,8.122333333333334,10,20,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.05443548387096779,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.085
6_SEI_018,6_SEI_018,Praomys rostratus,476587,-11.192616666666666,8.122016666666667,10,20,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1028225806451613,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.118
6_SEI_017,6_SEI_017,Praomys rostratus,476587,-11.1941,8.123066666666666,10,20,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.07258064516129038,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.095
6_SEI_016,6_SEI_016,Malacomys edwardsi,333388,-11.197466666666667,8.124033333333333,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1451612903225806,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.125
6_SEI_015,6_SEI_015,Lophuromys sikapusi,83535,-11.194333333333333,8.120783333333334,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22983870967741932,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.062,0.13
6_SEI_014,6_SEI_014,Mastomys natalensis,10112,-11.194616666666667,8.123966666666666,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10282258064516121,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.055,0.139
6_SEI_013,6_SEI_013,Mastomys natalensis,10112,-11.194116666666666,8.123283333333333,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.060483870967741944,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.092
6_SEI_012,6_SEI_012,Lemniscomys striatus,121567,-11.194633333333334,8.123683333333334,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1693548387096774,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.109
6_SEI_011,6_SEI_011,Mastomys natalensis,10112,-11.192183333333332,8.122233333333334,10,19,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.042338709677419394,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.038,0.118
6_SEI_002,6_SEI_002,Crocidura olivieri,214449,-11.192216666666667,8.122066666666667,10,17,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1512096774193549,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.109
6_SEI_001,6_SEI_001,Crocidura olivieri,214449,-11.1921,8.122316666666666,10,17,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1149193548387097,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.129
6_SEI_010,6_SEI_010,Praomys rostratus,476587,-11.1978,8.123933333333333,10,18,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.06048387096774199,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.125
6_SEI_009,6_SEI_009,Hylomyscus simus,337584,-11.197583333333334,8.123766666666667,10,18,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0786290322580645,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.021,0.09
6_LAL_011,6_LAL_011,Crocidura olivieri,214449,-11.079566666666665,8.198883333333333,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,2.1871345029239766,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.109
6_LAL_008,6_LAL_008,Lophuromys sikapusi,83535,-11.079666666666666,8.196966666666667,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22222222222222227,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.09
6_LAL_005,6_LAL_005,Lophuromys sikapusi,83535,-11.079116666666668,8.1987,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3508771929824562,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.069,0.13
6_LAL_001,6_LAL_001,Mus setulosus,10102,-11.08025,8.193783333333334,10,12,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,6.549707602339181,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.007,0.06
5_LAM_020,5_LAM_020,Mus musculus,10090,-11.196718333333333,7.850398333333334,10,2,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.060483870967741944,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.087
5_LAM_019,5_LAM_019,Mus musculus,10090,-11.196718333333333,7.850398333333334,10,2,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.05443548387096775,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.077
5_LAM_015,5_LAM_015,Mus musculus,10090,-11.196110000000001,7.85057,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3568548387096774,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.085
5_LAM_014,5_LAM_014,Crocidura olivieri,214449,-11.196655,7.851588333333334,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.44758064516129037,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.044,0.133
5_LAM_018,5_LAM_018,Mus musculus,10090,-11.196431666666667,7.851405,10,2,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.06653225806451615,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.082
5_LAM_013,5_LAM_013,Mus musculus,10090,-11.196655,7.851588333333334,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1209677419354838,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.075
5_LAM_012,5_LAM_012,Mus musculus,10090,-11.196453333333332,7.850158333333333,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22983870967741932,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.073
5_LAM_017,5_LAM_017,Mus musculus,10090,-11.196431666666667,7.851405,10,2,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0786290322580645,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.084
5_LAM_011,5_LAM_011,Mus musculus,10090,-11.195678333333333,7.85091,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2721774193548387,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.081
5_LAM_016,5_LAM_016,Mastomys natalensis,10112,-11.195149999999998,7.850933333333334,10,2,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.060483870967741944,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.057,0.135
5_LAM_010,5_LAM_010,Mus musculus,10090,-11.195678333333333,7.85091,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.6713709677419354,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.07
5_LAM_009,5_LAM_009,Mus musculus,10090,-11.196276666666666,7.851055,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4959677419354838,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.077
